OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
528,2014-03-07T15:00:00.000Z,BG,Bangu,O3,Regular,65
529,2014-03-08T15:00:00.000Z,SC,São Cristóvão,PI,Boa,26
530,2014-03-08T15:00:00.000Z,IR,Irajá,O3,Boa,30
531,2014-03-08T15:00:00.000Z,CA,Centro,PI,Boa,31
532,2014-03-08T15:00:00.000Z,SP,Tijuca,O3,Boa,35
533,2014-03-08T15:00:00.000Z,CG,Campo Grande,O3,Boa,35
534,2014-03-08T15:00:00.000Z,BG,Bangu,O3,Boa,48
535,2014-03-08T15:00:00.000Z,AV,Copacabana,PI,Regular,53
536,2014-03-08T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,60
537,2014-03-09T15:00:00.000Z,CG,Campo Grande,NO2,Boa,24
538,2014-03-09T15:00:00.000Z,CA,Centro,O3,Boa,36
539,2014-03-09T15:00:00.000Z,SC,São Cristóvão,O3,Boa,37
540,2014-03-09T15:00:00.000Z,AV,Copacabana,PI,Boa,45
541,2014-03-09T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,63
542,2014-03-09T15:00:00.000Z,IR,Irajá,O3,Regular,64
543,2014-03-09T15:00:00.000Z,SP,Tijuca,O3,Regular,76
544,2014-03-09T15:00:00.000Z,BG,Bangu,O3,Regular,88
545,2014-03-10T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Inadequada,169
546,2014-03-10T15:00:00.000Z,BG,Bangu,O3,Inadequada,176
547,2014-03-10T15:00:00.000Z,CA,Centro,O3,Boa,35
548,2014-03-10T15:00:00.000Z,SC,São Cristóvão,O3,Boa,40
549,2014-03-10T15:00:00.000Z,CG,Campo Grande,O3,Boa,46
550,2014-03-10T15:00:00.000Z,AV,Copacabana,PI,Regular,55
551,2014-03-10T15:00:00.000Z,SP,Tijuca,O3,Regular,74
552,2014-03-10T15:00:00.000Z,IR,Irajá,O3,Regular,75
553,2014-03-11T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Inadequada,102
554,2014-03-11T15:00:00.000Z,BG,Bangu,O3,Inadequada,196
555,2014-03-11T15:00:00.000Z,SC,São Cristóvão,PI,Boa,31
556,2014-03-11T15:00:00.000Z,CA,Centro,PI,Boa,35
557,2014-03-11T15:00:00.000Z,SP,Tijuca,O3,Boa,47
558,2014-03-11T15:00:00.000Z,AV,Copacabana,PI,Regular,56
559,2014-03-11T15:00:00.000Z,CG,Campo Grande,O3,Regular,63
560,2014-03-11T15:00:00.000Z,IR,Irajá,O3,Regular,64
561,2014-03-12T15:00:00.000Z,SC,São Cristóvão,O3,Boa,42
562,2014-03-12T15:00:00.000Z,CA,Centro,PI,Boa,44
563,2014-03-12T15:00:00.000Z,CG,Campo Grande,O3,Regular,52
564,2014-03-12T15:00:00.000Z,AV,Copacabana,PI,Regular,59
565,2014-03-12T15:00:00.000Z,SP,Tijuca,O3,Regular,66
566,2014-03-12T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,82
567,2014-03-12T15:00:00.000Z,IR,Irajá,O3,Regular,90
568,2014-03-12T15:00:00.000Z,BG,Bangu,O3,Regular,99
569,2014-04-15T15:00:00.000Z,SC,São Cristóvão,O3,Boa,11
570,2014-04-15T15:00:00.000Z,SP,Tijuca,O3,Boa,13
571,2014-04-15T15:00:00.000Z,CA,Centro,O3,Boa,20
572,2014-04-15T15:00:00.000Z,CG,Campo Grande,O3,Boa,21
573,2014-04-15T15:00:00.000Z,AV,Copacabana,PI,Boa,25
574,2014-04-15T15:00:00.000Z,IR,Irajá,O3,Boa,25
575,2014-04-15T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
576,2014-04-15T15:00:00.000Z,BG,Bangu,O3,Boa,34
577,2014-04-16T15:00:00.000Z,SC,São Cristóvão,PI,Boa,16
578,2014-04-16T15:00:00.000Z,SP,Tijuca,PI,Boa,16
579,2014-04-16T15:00:00.000Z,BG,Bangu,O3,Boa,16
580,2014-04-16T15:00:00.000Z,CA,Centro,PI,Boa,18
581,2014-04-16T15:00:00.000Z,CG,Campo Grande,PI,Boa,20
582,2014-04-16T15:00:00.000Z,IR,Irajá,PI,Boa,21
583,2014-04-16T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,30
584,2014-04-16T15:00:00.000Z,AV,Copacabana,PI,Boa,32
585,2014-04-17T15:00:00.000Z,SP,Tijuca,PI,Boa,16
586,2014-04-17T15:00:00.000Z,SC,São Cristóvão,PI,Boa,17
587,2014-04-17T15:00:00.000Z,CA,Centro,PI,Boa,24
588,2014-04-17T15:00:00.000Z,CG,Campo Grande,PI,Boa,26
589,2014-04-17T15:00:00.000Z,AV,Copacabana,PI,Boa,35
590,2014-04-17T15:00:00.000Z,BG,Bangu,O3,Boa,35
591,2014-04-17T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,35
592,2014-04-17T15:00:00.000Z,IR,Irajá,O3,Boa,46
593,2014-04-18T15:00:00.000Z,CA,Centro,O3,Boa,33
594,2014-04-18T15:00:00.000Z,SC,São Cristóvão,O3,Boa,35
595,2014-04-18T15:00:00.000Z,AV,Copacabana,PI,Boa,45
596,2014-04-18T15:00:00.000Z,IR,Irajá,O3,Regular,53
597,2014-04-18T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
598,2014-04-18T15:00:00.000Z,CG,Campo Grande,O3,Regular,66
599,2014-04-18T15:00:00.000Z,BG,Bangu,O3,Regular,82
600,2014-04-18T15:00:00.000Z,SP,Tijuca,Indisponivel,Indisponivel,
601,2014-04-19T15:00:00.000Z,BG,Bangu,O3,Inadequada,114
602,2014-04-19T15:00:00.000Z,IR,Irajá,O3,Má,204
603,2014-04-19T15:00:00.000Z,SC,São Cristóvão,O3,Boa,29
604,2014-04-19T15:00:00.000Z,CA,Centro,O3,Boa,34
605,2014-04-19T15:00:00.000Z,AV,Copacabana,PI,Boa,36
606,2014-04-19T15:00:00.000Z,SP,Tijuca,O3,Boa,38
607,2014-04-19T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,58
608,2014-04-19T15:00:00.000Z,CG,Campo Grande,O3,Regular,62
609,2014-04-20T15:00:00.000Z,IR,Irajá,O3,Inadequada,121
610,2014-04-20T15:00:00.000Z,BG,Bangu,O3,Má,203
611,2014-04-20T15:00:00.000Z,CA,Centro,PI,Boa,34
612,2014-04-20T15:00:00.000Z,SC,São Cristóvão,PI,Boa,37
613,2014-04-20T15:00:00.000Z,SP,Tijuca,PI,Boa,42
614,2014-04-20T15:00:00.000Z,AV,Copacabana,PI,Boa,47
615,2014-04-20T15:00:00.000Z,CG,Campo Grande,O3,Regular,64
616,2014-04-20T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,71
617,2014-04-21T15:00:00.000Z,CG,Campo Grande,O3,Boa,23
618,2014-04-21T15:00:00.000Z,AV,Copacabana,PI,Boa,26
619,2014-04-21T15:00:00.000Z,SP,Tijuca,O3,Boa,35
620,2014-04-21T15:00:00.000Z,CA,Centro,O3,Boa,35
621,2014-04-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
622,2014-04-21T15:00:00.000Z,SC,São Cristóvão,O3,Boa,39
623,2014-04-21T15:00:00.000Z,IR,Irajá,O3,Boa,44
624,2014-04-21T15:00:00.000Z,BG,Bangu,O3,Regular,55
625,2014-04-22T15:00:00.000Z,CA,Centro,PI,Boa,23
626,2014-04-22T15:00:00.000Z,SP,Tijuca,PI,Boa,23
627,2014-04-22T15:00:00.000Z,SC,São Cristóvão,O3,Boa,27
628,2014-04-22T15:00:00.000Z,CG,Campo Grande,PI,Boa,32
629,2014-04-22T15:00:00.000Z,AV,Copacabana,PI,Boa,38
630,2014-04-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,51
631,2014-04-22T15:00:00.000Z,IR,Irajá,O3,Regular,66
632,2014-04-22T15:00:00.000Z,BG,Bangu,O3,Regular,71
633,2014-04-23T15:00:00.000Z,CA,Centro,O3,Boa,29
634,2014-04-23T15:00:00.000Z,CG,Campo Grande,PI,Boa,33
635,2014-04-23T15:00:00.000Z,SC,São Cristóvão,PI,Boa,35
636,2014-04-23T15:00:00.000Z,SP,Tijuca,PI,Boa,36
637,2014-04-23T15:00:00.000Z,AV,Copacabana,PI,Boa,39
638,2014-04-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,50
639,2014-04-23T15:00:00.000Z,IR,Irajá,O3,Regular,58
640,2014-04-23T15:00:00.000Z,BG,Bangu,O3,Regular,66
641,2014-04-24T15:00:00.000Z,SP,Tijuca,O3,Boa,26
642,2014-04-24T15:00:00.000Z,CG,Campo Grande,O3,Boa,26
643,2014-04-24T15:00:00.000Z,CA,Centro,O3,Boa,27
644,2014-04-24T15:00:00.000Z,AV,Copacabana,PI,Boa,29
645,2014-04-24T15:00:00.000Z,SC,São Cristóvão,O3,Boa,29
646,2014-04-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
647,2014-04-24T15:00:00.000Z,IR,Irajá,O3,Boa,45
648,2014-04-24T15:00:00.000Z,BG,Bangu,O3,Boa,50
649,2014-04-25T15:00:00.000Z,SP,Tijuca,PI,Boa,17
650,2014-04-25T15:00:00.000Z,SC,São Cristóvão,O3,Boa,20
651,2014-04-25T15:00:00.000Z,CA,Centro,O3,Boa,22
652,2014-04-25T15:00:00.000Z,CG,Campo Grande,O3,Boa,25
653,2014-04-25T15:00:00.000Z,IR,Irajá,O3,Boa,27
654,2014-04-25T15:00:00.000Z,BG,Bangu,O3,Boa,34
655,2014-04-25T15:00:00.000Z,AV,Copacabana,PI,Boa,36
656,2014-04-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
657,2014-04-26T15:00:00.000Z,SP,Tijuca,O3,Boa,18
658,2014-04-26T15:00:00.000Z,SC,São Cristóvão,O3,Boa,21
659,2014-04-26T15:00:00.000Z,AV,Copacabana,PI,Boa,26
660,2014-04-26T15:00:00.000Z,CG,Campo Grande,O3,Boa,26
661,2014-04-26T15:00:00.000Z,CA,Centro,PI,Boa,28
662,2014-04-26T15:00:00.000Z,IR,Irajá,PI,Boa,34
663,2014-04-26T15:00:00.000Z,BG,Bangu,O3,Boa,37
664,2014-04-26T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
665,2014-04-27T15:00:00.000Z,SP,Tijuca,O3,Boa,17
666,2014-04-27T15:00:00.000Z,CA,Centro,O3,Boa,18
667,2014-04-27T15:00:00.000Z,SC,São Cristóvão,O3,Boa,21
668,2014-04-27T15:00:00.000Z,AV,Copacabana,PI,Boa,26
669,2014-04-27T15:00:00.000Z,CG,Campo Grande,O3,Boa,26
670,2014-04-27T15:00:00.000Z,IR,Irajá,O3,Boa,31
671,2014-04-27T15:00:00.000Z,BG,Bangu,O3,Boa,37
672,2014-04-27T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,40
673,2014-04-28T15:00:00.000Z,SP,Tijuca,O3,Boa,17
674,2014-04-28T15:00:00.000Z,SC,São Cristóvão,O3,Boa,23
675,2014-04-28T15:00:00.000Z,CA,Centro,O3,Boa,23
676,2014-04-28T15:00:00.000Z,AV,Copacabana,PI,Boa,24
677,2014-04-28T15:00:00.000Z,CG,Campo Grande,O3,Boa,27
678,2014-04-28T15:00:00.000Z,IR,Irajá,O3,Boa,28
679,2014-04-28T15:00:00.000Z,BG,Bangu,O3,Boa,41
680,2014-04-28T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
681,2014-04-29T15:00:00.000Z,SP,Tijuca,PI,Boa,25
682,2014-04-29T15:00:00.000Z,CG,Campo Grande,O3,Boa,37
683,2014-04-29T15:00:00.000Z,SC,São Cristóvão,PI,Boa,39
684,2014-04-29T15:00:00.000Z,CA,Centro,PI,Boa,40
685,2014-04-29T15:00:00.000Z,AV,Copacabana,PI,Boa,44
686,2014-04-29T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,49
687,2014-04-29T15:00:00.000Z,BG,Bangu,O3,Boa,50
688,2014-04-29T15:00:00.000Z,IR,Irajá,PI,Regular,52
689,2014-04-30T15:00:00.000Z,CA,Centro,PI,Boa,25
690,2014-04-30T15:00:00.000Z,SC,São Cristóvão,PI,Boa,27
691,2014-04-30T15:00:00.000Z,SP,Tijuca,NO2,Boa,27
692,2014-04-30T15:00:00.000Z,AV,Copacabana,PI,Boa,33
693,2014-04-30T15:00:00.000Z,CG,Campo Grande,O3,Boa,41
694,2014-04-30T15:00:00.000Z,IR,Irajá,O3,Boa,45
695,2014-04-30T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
696,2014-04-30T15:00:00.000Z,BG,Bangu,O3,Regular,60
697,2014-05-01T15:00:00.000Z,SP,Tijuca,NO2,Boa,29
698,2014-05-01T15:00:00.000Z,CA,Centro,PI,Boa,31
699,2014-05-01T15:00:00.000Z,SC,São Cristóvão,PI,Boa,31
700,2014-05-01T15:00:00.000Z,AV,Copacabana,PI,Boa,36
701,2014-05-01T15:00:00.000Z,IR,Irajá,O3,Boa,44
702,2014-05-01T15:00:00.000Z,CG,Campo Grande,NO2,Boa,45
703,2014-05-01T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,46
704,2014-05-01T15:00:00.000Z,BG,Bangu,O3,Boa,47
705,2014-05-02T15:00:00.000Z,CA,Centro,PI,Boa,49
706,2014-05-02T15:00:00.000Z,AV,Copacabana,O3,Regular,53
707,2014-05-02T15:00:00.000Z,SC,São Cristóvão,PI,Regular,54
708,2014-05-02T15:00:00.000Z,SP,Tijuca,NO2,Regular,57
709,2014-05-02T15:00:00.000Z,CG,Campo Grande,O3,Regular,63
710,2014-05-02T15:00:00.000Z,IR,Irajá,O3,Regular,72
711,2014-05-02T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,75
712,2014-05-02T15:00:00.000Z,BG,Bangu,O3,Regular,79
713,2014-05-03T15:00:00.000Z,SP,Tijuca,PI,Boa,48
714,2014-05-03T15:00:00.000Z,CG,Campo Grande,O3,Regular,52
715,2014-05-03T15:00:00.000Z,CA,Centro,PI,Regular,55
716,2014-05-03T15:00:00.000Z,AV,Copacabana,PI,Regular,57
717,2014-05-03T15:00:00.000Z,SC,São Cristóvão,PI,Regular,57
718,2014-05-03T15:00:00.000Z,BG,Bangu,O3,Regular,71
719,2014-05-03T15:00:00.000Z,IR,Irajá,O3,Regular,76
720,2014-05-03T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,78
721,2014-05-04T15:00:00.000Z,CA,Centro,PI,Boa,28
722,2014-05-04T15:00:00.000Z,SP,Tijuca,PI,Boa,38
723,2014-05-04T15:00:00.000Z,AV,Copacabana,PI,Boa,40
724,2014-05-04T15:00:00.000Z,SC,São Cristóvão,PI,Boa,41
725,2014-05-04T15:00:00.000Z,CG,Campo Grande,O3,Boa,45
726,2014-05-04T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,48
727,2014-05-04T15:00:00.000Z,IR,Irajá,O3,Regular,71
728,2014-05-04T15:00:00.000Z,BG,Bangu,O3,Regular,75
729,2014-05-05T15:00:00.000Z,CA,Centro,PI,Boa,30
730,2014-05-05T15:00:00.000Z,AV,Copacabana,PI,Boa,40
731,2014-05-05T15:00:00.000Z,SC,São Cristóvão,PI,Boa,41
732,2014-05-05T15:00:00.000Z,SP,Tijuca,NO2,Boa,41
733,2014-05-05T15:00:00.000Z,CG,Campo Grande,NO2,Boa,45
734,2014-05-05T15:00:00.000Z,BG,Bangu,O3,Regular,57
735,2014-05-05T15:00:00.000Z,IR,Irajá,O3,Regular,61
736,2014-05-05T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
737,2014-05-06T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Inadequada,144
738,2014-05-06T15:00:00.000Z,BG,Bangu,O3,Inadequada,151
739,2014-05-06T15:00:00.000Z,CA,Centro,PI,Regular,55
740,2014-05-06T15:00:00.000Z,SP,Tijuca,PI,Regular,56
741,2014-05-06T15:00:00.000Z,AV,Copacabana,PI,Regular,60
742,2014-05-06T15:00:00.000Z,SC,São Cristóvão,PI,Regular,60
743,2014-05-06T15:00:00.000Z,IR,Irajá,O3,Regular,71
744,2014-05-06T15:00:00.000Z,CG,Campo Grande,O3,Regular,72
745,2014-05-07T15:00:00.000Z,BG,Bangu,O3,Inadequada,105
746,2014-05-07T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Inadequada,130
747,2014-05-07T15:00:00.000Z,SP,Tijuca,NO2,Regular,68
748,2014-05-07T15:00:00.000Z,CA,Centro,O3,Regular,69
749,2014-05-07T15:00:00.000Z,AV,Copacabana,PI,Regular,69
750,2014-05-07T15:00:00.000Z,SC,São Cristóvão,PI,Regular,72
751,2014-05-07T15:00:00.000Z,IR,Irajá,O3,Regular,75
752,2014-05-07T15:00:00.000Z,CG,Campo Grande,O3,Regular,86
753,2014-05-08T15:00:00.000Z,CG,Campo Grande,PI,Regular,53
754,2014-05-08T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
755,2014-05-08T15:00:00.000Z,CA,Centro,PI,Regular,65
756,2014-05-08T15:00:00.000Z,SP,Tijuca,NO2,Regular,65
757,2014-05-08T15:00:00.000Z,AV,Copacabana,PI,Regular,69
758,2014-05-08T15:00:00.000Z,IR,Irajá,O3,Regular,72
759,2014-05-08T15:00:00.000Z,SC,São Cristóvão,PI,Regular,74
760,2014-05-08T15:00:00.000Z,BG,Bangu,O3,Regular,79
761,2014-05-09T15:00:00.000Z,CG,Campo Grande,PI,Regular,51
762,2014-05-09T15:00:00.000Z,SP,Tijuca,PI,Regular,58
763,2014-05-09T15:00:00.000Z,CA,Centro,PI,Regular,62
764,2014-05-09T15:00:00.000Z,IR,Irajá,PI,Regular,62
765,2014-05-09T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,63
766,2014-05-09T15:00:00.000Z,AV,Copacabana,PI,Regular,64
767,2014-05-09T15:00:00.000Z,BG,Bangu,O3,Regular,65
768,2014-05-09T15:00:00.000Z,SC,São Cristóvão,PI,Regular,73
769,2014-05-10T15:00:00.000Z,CA,Centro,O3,Boa,22
770,2014-05-10T15:00:00.000Z,SC,São Cristóvão,O3,Boa,22
771,2014-05-10T15:00:00.000Z,AV,Copacabana,PI,Boa,29
772,2014-05-10T15:00:00.000Z,IR,Irajá,O3,Boa,29
773,2014-05-10T15:00:00.000Z,CG,Campo Grande,O3,Boa,31
774,2014-05-10T15:00:00.000Z,SP,Tijuca,NO2,Boa,35
775,2014-05-10T15:00:00.000Z,BG,Bangu,O3,Boa,42
776,2014-05-10T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
777,2014-05-11T15:00:00.000Z,SC,São Cristóvão,O3,Boa,22
778,2014-05-11T15:00:00.000Z,CA,Centro,O3,Boa,23
779,2014-05-11T15:00:00.000Z,AV,Copacabana,PI,Boa,23
780,2014-05-11T15:00:00.000Z,SP,Tijuca,NO2,Boa,33
781,2014-05-11T15:00:00.000Z,IR,Irajá,O3,Boa,35
782,2014-05-11T15:00:00.000Z,CG,Campo Grande,O3,Boa,36
783,2014-05-11T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,45
784,2014-05-11T15:00:00.000Z,BG,Bangu,O3,Boa,46
785,2014-05-12T15:00:00.000Z,CA,Centro,O3,Boa,22
786,2014-05-12T15:00:00.000Z,AV,Copacabana,PI,Boa,31
787,2014-05-12T15:00:00.000Z,SC,São Cristóvão,PI,Boa,31
788,2014-05-12T15:00:00.000Z,CG,Campo Grande,O3,Boa,35
789,2014-05-12T15:00:00.000Z,IR,Irajá,O3,Boa,42
790,2014-05-12T15:00:00.000Z,SP,Tijuca,NO2,Boa,44
791,2014-05-12T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,55
792,2014-05-12T15:00:00.000Z,BG,Bangu,O3,Regular,58
793,2014-05-13T15:00:00.000Z,CA,Centro,PI,Boa,36
794,2014-05-13T15:00:00.000Z,AV,Copacabana,PI,Boa,38
795,2014-05-13T15:00:00.000Z,SC,São Cristóvão,PI,Boa,39
796,2014-05-13T15:00:00.000Z,CG,Campo Grande,NO2,Boa,41
797,2014-05-13T15:00:00.000Z,IR,Irajá,O3,Regular,54
798,2014-05-13T15:00:00.000Z,BG,Bangu,O3,Regular,54
799,2014-05-13T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
800,2014-05-13T15:00:00.000Z,SP,Tijuca,NO2,Regular,60
801,2014-05-14T15:00:00.000Z,CA,Centro,PI,Boa,43
802,2014-05-14T15:00:00.000Z,AV,Copacabana,PI,Boa,44
803,2014-05-14T15:00:00.000Z,SC,São Cristóvão,PI,Regular,52
804,2014-05-14T15:00:00.000Z,CG,Campo Grande,NO2,Regular,57
805,2014-05-14T15:00:00.000Z,IR,Irajá,O3,Regular,60
806,2014-05-14T15:00:00.000Z,SP,Tijuca,NO2,Regular,61
807,2014-05-14T15:00:00.000Z,BG,Bangu,O3,Regular,69
808,2014-05-14T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,72
809,2014-05-15T15:00:00.000Z,IR,Irajá,O3,Boa,49
810,2014-05-15T15:00:00.000Z,CA,Centro,PI,Boa,50
811,2014-05-15T15:00:00.000Z,AV,Copacabana,PI,Regular,52
812,2014-05-15T15:00:00.000Z,SC,São Cristóvão,PI,Regular,52
813,2014-05-15T15:00:00.000Z,SP,Tijuca,NO2,Regular,60
814,2014-05-15T15:00:00.000Z,CG,Campo Grande,O3,Regular,62
815,2014-05-15T15:00:00.000Z,BG,Bangu,O3,Regular,71
816,2014-05-15T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,78
817,2014-05-16T15:00:00.000Z,CG,Campo Grande,O3,Regular,52
818,2014-05-16T15:00:00.000Z,SC,São Cristóvão,PI,Regular,54
819,2014-05-16T15:00:00.000Z,AV,Copacabana,PI,Regular,60
820,2014-05-16T15:00:00.000Z,SP,Tijuca,NO2,Regular,63
821,2014-05-16T15:00:00.000Z,IR,Irajá,PI,Regular,65
822,2014-05-16T15:00:00.000Z,BG,Bangu,O3,Regular,71
823,2014-05-16T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,94
824,2014-05-16T15:00:00.000Z,CA,Centro,Indisponivel,Indisponivel,
825,2014-05-17T15:00:00.000Z,AV,Copacabana,PI,Regular,54
826,2014-05-17T15:00:00.000Z,CA,Centro,O3,Regular,56
827,2014-05-17T15:00:00.000Z,SC,São Cristóvão,PI,Regular,56
828,2014-05-17T15:00:00.000Z,SP,Tijuca,NO2,Regular,59
829,2014-05-17T15:00:00.000Z,CG,Campo Grande,O3,Regular,71
830,2014-05-17T15:00:00.000Z,IR,Irajá,O3,Regular,81
831,2014-05-17T15:00:00.000Z,BG,Bangu,O3,Regular,90
832,2014-05-17T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,96
833,2014-05-18T15:00:00.000Z,AV,Copacabana,O3,Boa,19
834,2014-05-18T15:00:00.000Z,CA,Centro,PI,Boa,30
835,2014-05-18T15:00:00.000Z,SC,São Cristóvão,PI,Boa,37
836,2014-05-18T15:00:00.000Z,IR,Irajá,O3,Boa,41
837,2014-05-18T15:00:00.000Z,SP,Tijuca,NO2,Boa,42
838,2014-05-18T15:00:00.000Z,CG,Campo Grande,NO2,Boa,43
839,2014-05-18T15:00:00.000Z,BG,Bangu,O3,Regular,54
840,2014-05-18T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,54
841,2014-05-19T15:00:00.000Z,BG,Bangu,O3,Boa,45
842,2014-05-19T15:00:00.000Z,CA,Centro,PI,Boa,46
843,2014-05-19T15:00:00.000Z,SP,Tijuca,NO2,Boa,46
844,2014-05-19T15:00:00.000Z,AV,Copacabana,PI,Boa,47
845,2014-05-19T15:00:00.000Z,IR,Irajá,PI,Boa,48
846,2014-05-19T15:00:00.000Z,CG,Campo Grande,NO2,Boa,49
847,2014-05-19T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,49
848,2014-05-19T15:00:00.000Z,SC,São Cristóvão,PI,Regular,64
849,2014-05-20T15:00:00.000Z,CG,Campo Grande,NO2,Boa,43
850,2014-05-20T15:00:00.000Z,CA,Centro,PI,Boa,46
851,2014-05-20T15:00:00.000Z,AV,Copacabana,PI,Regular,52
852,2014-05-20T15:00:00.000Z,SP,Tijuca,NO2,Regular,52
853,2014-05-20T15:00:00.000Z,IR,Irajá,O3,Regular,55
854,2014-05-20T15:00:00.000Z,BG,Bangu,O3,Regular,57
855,2014-05-20T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
856,2014-05-20T15:00:00.000Z,SC,São Cristóvão,PI,Regular,63
857,2014-05-21T15:00:00.000Z,CA,Centro,PI,Boa,34
858,2014-05-21T15:00:00.000Z,SC,São Cristóvão,PI,Boa,39
859,2014-05-21T15:00:00.000Z,AV,Copacabana,PI,Boa,45
860,2014-05-21T15:00:00.000Z,CG,Campo Grande,PI,Regular,52
861,2014-05-21T15:00:00.000Z,SP,Tijuca,NO2,Regular,53
862,2014-05-21T15:00:00.000Z,IR,Irajá,O3,Regular,58
863,2014-05-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,59
864,2014-05-21T15:00:00.000Z,BG,Bangu,O3,Regular,82
865,2014-05-22T15:00:00.000Z,AV,Copacabana,PI,Regular,51
866,2014-05-22T15:00:00.000Z,SP,Tijuca,NO2,Regular,51
867,2014-05-22T15:00:00.000Z,CA,Centro,PI,Regular,52
868,2014-05-22T15:00:00.000Z,CG,Campo Grande,PI,Regular,54
869,2014-05-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
870,2014-05-22T15:00:00.000Z,IR,Irajá,O3,Regular,59
871,2014-05-22T15:00:00.000Z,SC,São Cristóvão,PI,Regular,71
872,2014-05-22T15:00:00.000Z,BG,Bangu,O3,Regular,77
873,2014-05-23T15:00:00.000Z,CG,Campo Grande,PI,Boa,48
874,2014-05-23T15:00:00.000Z,SP,Tijuca,NO2,Regular,51
875,2014-05-23T15:00:00.000Z,CA,Centro,PI,Regular,53
876,2014-05-23T15:00:00.000Z,IR,Irajá,PI,Regular,53
877,2014-05-23T15:00:00.000Z,AV,Copacabana,PI,Regular,54
878,2014-05-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,60
879,2014-05-23T15:00:00.000Z,BG,Bangu,PI,Regular,62
880,2014-05-23T15:00:00.000Z,SC,São Cristóvão,PI,Regular,65
881,2014-05-24T15:00:00.000Z,SC,São Cristóvão,O3,Boa,17
882,2014-05-24T15:00:00.000Z,CA,Centro,O3,Boa,18
883,2014-05-24T15:00:00.000Z,CG,Campo Grande,O3,Boa,25
884,2014-05-24T15:00:00.000Z,IR,Irajá,NO2,Boa,28
885,2014-05-24T15:00:00.000Z,AV,Copacabana,PI,Boa,29
886,2014-05-24T15:00:00.000Z,SP,Tijuca,NO2,Boa,34
887,2014-05-24T15:00:00.000Z,BG,Bangu,PI,Boa,43
888,2014-05-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
889,2014-05-25T15:00:00.000Z,CA,Centro,O3,Boa,14
890,2014-05-25T15:00:00.000Z,AV,Copacabana,PI,Boa,19
891,2014-05-25T15:00:00.000Z,SC,São Cristóvão,O3,Boa,21
892,2014-05-25T15:00:00.000Z,IR,Irajá,NO2,Boa,29
893,2014-05-25T15:00:00.000Z,BG,Bangu,O3,Boa,29
894,2014-05-25T15:00:00.000Z,CG,Campo Grande,NO2,Boa,31
895,2014-05-25T15:00:00.000Z,SP,Tijuca,NO2,Boa,32
896,2014-05-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,40
